EURO STOXX 50 Volatility Indices,,,,,,,,,
 ,VSTOXX,Sub-Index 1M,Sub-Index 2M,Sub-Index 3M,Sub-Index 6M,Sub-Index 9M,Sub-Index 12M,Sub-Index 18M,Sub-Index 24M
Date,V2TX,V6I1,V6I2,V6I3,V6I4,V6I5,V6I6,V6I7,V6I8
06.06.2008,23.4071,23.3248,23.4267,23.2349,24.1962,24.9539,24.7843,24.9029,25.3716
09.06.2008,24.8098,25.5201,24.7183,24.0126,25.1948,25.4658,25.3381,25.4511,25.7459
10.06.2008,24.4123,24.0556,24.4475,24.3356,25.2859,25.5540,25.3763,25.5141,25.8493
11.06.2008,25.0875,25.6942,25.0407,24.8164,25.5858,26.0641,25.4817,25.7833,25.9699
12.06.2008,23.3041,23.0792,23.3167,23.5026,24.6782,24.7459,25.1847,25.2785,25.7609
13.06.2008,22.4832,23.0120,22.4618,22.9362,23.7541,24.0560,24.5979,24.8149,25.2368
16.06.2008,22.9637,27.3881,22.9248,22.8370,23.8077,23.9674,24.1943,24.4720,24.9577
17.06.2008,22.2066,27.0395,22.1929,22.2059,23.1017,23.6363,24.2117,24.1878,24.6664
18.06.2008,23.3330,30.0497,23.3352,23.1930,23.9680,24.0884,24.0445,24.4487,24.7648
19.06.2008,23.0545,NA,23.0612,22.9813,23.8802,24.3252,24.1908,24.4626,24.8106
20.06.2008,24.0341,NA,24.0861,23.7326,24.4143,24.7863,24.3849,24.6763,25.0569
23.06.2008,23.0103,NA,23.0130,23.0049,24.1132,24.7249,24.5358,24.8299,25.1547
24.06.2008,23.3701,23.4847,23.1850,24.0495,24.5977,24.4646,24.7570,25.1557,24.6115
25.06.2008,21.9045,21.9549,21.8393,22.9171,23.8555,23.6327,23.9871,24.6837,24.3463
26.06.2008,24.5022,24.7230,24.2680,23.8771,24.3703,24.1112,24.5535,24.8069,23.8836
27.06.2008,24.9617,25.3003,24.6646,24.6617,24.8147,24.4718,24.7072,24.9921,24.4053
30.06.2008,24.6668,25.4985,24.2396,24.2063,24.4193,24.0730,24.3465,24.6566,24.1103
01.07.2008,26.2514,27.4525,25.7325,24.8433,24.7283,24.1923,24.3451,24.7703,23.8852
02.07.2008,26.3804,27.3236,26.0435,25.3804,24.9972,24.5283,24.6105,24.7026,23.9195
03.07.2008,25.7967,26.4161,25.6145,25.3569,24.8333,24.4766,24.6409,24.6382,23.9003
04.07.2008,26.7919,27.2251,26.6873,26.1302,25.4525,24.5410,24.7510,24.8035,23.9066
07.07.2008,25.8164,26.8528,25.6821,25.9756,25.2883,24.6784,24.8419,24.8287,24.0900
08.07.2008,26.8474,28.0845,26.7213,26.0676,25.3690,24.7062,25.0283,24.9105,24.0391
09.07.2008,25.4267,26.7967,25.3195,25.1676,25.0060,24.5432,24.7746,24.8147,24.0896
10.07.2008,27.3780,30.5178,27.1901,26.4317,25.5051,24.9104,24.8342,24.9070,24.0304
11.07.2008,29.2661,31.4199,29.1766,27.9350,26.6665,25.7945,25.7348,25.5590,24.7905
14.07.2008,28.9311,35.2188,28.8752,28.0036,26.8414,25.9239,26.0882,25.8295,24.5264
15.07.2008,30.0551,39.0513,30.0287,28.6549,27.3514,26.4247,26.6226,25.9331,24.3936
16.07.2008,28.8021,41.7540,28.8146,27.9230,26.9498,26.1361,26.1470,25.8733,24.4846
17.07.2008,26.7422,NA,26.7826,26.2357,25.4733,25.1252,25.1510,25.2898,24.3811
18.07.2008,24.8921,NA,24.8907,24.9009,24.9029,24.4414,24.5268,24.7039,23.7899
21.07.2008,24.8824,NA,24.9515,24.7187,24.6026,24.2826,24.3729,24.5093,23.6858
22.07.2008,24.4802,24.5082,24.4277,22.9873,24.3487,24.0478,24.2075,24.2836,23.4740
23.07.2008,23.7313,23.9193,23.4438,23.2211,23.6505,23.5979,23.7383,23.9462,23.2679
24.07.2008,23.9227,23.9625,23.8731,23.7826,24.0686,23.7919,24.0555,24.1388,23.2574
25.07.2008,23.8577,23.8760,23.8387,23.6540,24.1379,23.9220,24.1151,24.1999,23.3251
28.07.2008,24.8190,25.2989,24.5132,24.2587,24.5328,24.2645,24.3593,24.4159,23.4172
29.07.2008,24.5330,24.8906,24.3402,24.0433,24.4163,24.0817,24.3108,24.3604,23.5017
30.07.2008,23.2157,23.1307,23.2541,23.1463,23.7893,23.6036,23.8648,24.0206,23.3350
31.07.2008,23.3294,23.2337,23.3661,23.3158,23.7867,23.6046,23.8373,24.0408,23.3137
01.08.2008,24.1877,24.1439,24.2020,24.1111,24.3862,24.0444,24.1311,24.3020,23.4290
04.08.2008,25.0392,25.8430,24.8811,24.3287,24.7421,24.2664,24.3139,24.4493,23.5335
05.08.2008,23.1793,24.1403,23.0225,23.1316,23.6536,23.5011,23.7499,23.9390,23.3290
06.08.2008,22.1840,22.8864,22.0911,22.3362,23.0519,23.0669,23.2702,23.6424,23.0268
07.08.2008,22.6124,23.2697,22.5426,22.7565,23.5322,23.3706,23.4421,23.7661,23.1616
08.08.2008,22.1286,21.8486,22.1515,22.5915,23.4156,23.4415,23.4967,23.8901,23.2275
11.08.2008,22.3518,26.0628,22.2207,22.5590,23.3024,23.4039,23.4753,23.8914,23.3420
12.08.2008,22.5546,25.7944,22.4818,22.8856,23.5917,23.5765,23.6863,24.0374,23.3788
13.08.2008,24.3456,32.5227,24.2350,24.2341,24.7076,24.4439,24.4500,24.6472,23.6714
14.08.2008,23.1770,NA,23.3637,23.7846,24.4598,24.3835,24.5273,24.6086,23.7975
15.08.2008,22.1116,NA,22.3675,23.0704,23.9818,24.0713,24.2702,24.4223,23.6323
18.08.2008,21.8863,NA,21.9740,22.6576,23.7838,23.8886,24.1152,24.3009,23.5215
19.08.2008,24.0236,24.0272,24.0936,22.2955,24.6521,24.5867,24.5912,24.6928,23.6781
20.08.2008,22.9651,22.9625,23.1285,22.9510,24.2350,24.2692,24.5474,24.7205,23.7638
21.08.2008,23.2701,23.2290,23.7196,23.5099,24.5981,24.5492,24.7253,24.8841,24.0540
22.08.2008,21.6044,21.4432,22.5102,22.9499,23.9344,24.2032,24.3726,24.6515,23.7139
25.08.2008,22.9001,22.7390,23.2258,23.2509,24.2256,24.2957,24.4972,24.6903,23.9327
26.08.2008,22.0995,21.7649,22.6261,23.0589,23.9331,24.2449,24.4462,24.7217,23.9327
27.08.2008,21.8920,21.5517,22.3228,22.7798,23.6822,24.0131,24.3812,24.6853,23.8423
28.08.2008,21.1090,20.7379,21.4922,22.0236,22.9606,23.6443,24.0783,24.5223,23.8055
29.08.2008,21.0605,20.6475,21.4118,22.0877,22.8018,23.4229,23.9255,24.4030,23.7668
01.09.2008,21.6154,21.3892,21.7278,22.2440,23.0858,23.5829,24.0425,24.4751,23.9733
02.09.2008,21.2336,20.8116,21.4077,21.9293,22.8296,23.3879,23.9120,24.4248,23.9229
03.09.2008,22.1760,21.8483,22.2891,22.6857,23.5850,23.8719,24.3043,24.6582,24.0027
04.09.2008,24.9709,25.3455,24.8613,24.3615,25.2263,25.1486,25.4283,25.5647,24.4546
05.09.2008,26.8459,27.8303,26.6052,25.5332,26.4566,26.2139,26.1648,26.2650,25.3342
08.09.2008,26.1796,29.5319,25.7236,24.7859,25.2632,25.3590,25.2920,25.9058,24.9674
09.09.2008,26.7135,29.9867,26.3661,24.9988,25.4294,25.3621,25.4461,25.6050,24.8011
10.09.2008,27.5169,31.9512,27.1500,25.4359,25.7850,25.3606,25.4997,25.7204,24.7395
11.09.2008,28.0361,32.4711,27.7649,25.7297,26.1310,25.5676,25.6081,25.8483,24.7686
12.09.2008,27.0376,30.7640,26.8779,25.1453,25.0199,25.1468,25.3916,25.4796,24.4436
15.09.2008,32.5904,48.0073,32.4373,28.0630,27.7220,26.1055,25.8856,25.9140,24.8049
16.09.2008,36.1855,57.8601,36.1136,30.1783,29.7423,27.6132,27.2493,27.2234,25.7418
17.09.2008,37.5264,64.2944,37.6125,30.9362,30.8907,28.3756,28.0824,27.8574,25.8218
18.09.2008,37.5541,NA,38.0028,31.4664,31.0969,28.6063,28.3702,28.0705,25.4553
19.09.2008,35.1890,NA,35.9227,29.9819,29.0865,27.5166,27.7544,27.2699,24.5207
22.09.2008,32.7151,NA,33.8450,29.8802,28.2728,26.3751,26.2385,26.6049,25.0414
23.09.2008,32.5721,33.6300,30.4975,29.2482,27.2715,26.9623,23.1903,27.0774,25.3363
24.09.2008,32.6200,33.7625,30.8096,29.3247,27.5985,27.2420,23.6182,27.3961,25.4342
25.09.2008,32.6568,33.9624,30.9508,29.0532,27.4239,27.3291,23.9067,27.1504,25.2955
26.09.2008,38.3677,41.5206,34.7871,31.9222,28.6570,28.1532,27.1346,28.2543,26.1392
29.09.2008,39.4009,42.9894,36.9735,34.1880,30.5008,29.7580,28.7260,29.2233,26.6740
30.09.2008,40.3874,43.6137,38.5572,35.3109,31.9642,30.3095,28.5921,29.6220,26.5234
01.10.2008,41.9211,46.5527,39.6430,36.4373,32.2358,30.7669,28.8049,29.7464,26.6056
02.10.2008,42.9811,48.5096,40.6508,37.0427,33.0579,31.3550,29.2968,30.0843,26.7955
03.10.2008,41.1630,45.2930,39.7214,36.1348,32.1342,30.8201,28.9106,29.6102,26.3505
06.10.2008,51.0569,64.5780,48.0110,42.3874,35.5787,33.1416,31.1130,31.4452,27.6283
07.10.2008,50.7059,61.7475,48.7158,43.0402,36.4994,34.4079,31.0760,32.3339,27.0332
08.10.2008,60.6701,81.0619,57.4908,50.4346,37.6708,34.3683,30.6585,32.6055,26.3525
09.10.2008,58.3927,78.0583,55.9430,51.3301,40.0517,36.3004,31.7261,33.4631,26.6989
10.10.2008,81.0342,115.7138,77.4990,65.6022,43.8641,40.7421,33.1062,36.5515,24.8176
13.10.2008,67.0469,92.0501,66.0750,59.1394,45.7826,43.7702,30.8240,39.4793,25.8817
14.10.2008,60.3095,82.7820,59.7487,54.0517,43.8493,39.7142,35.3205,36.2997,31.6210
15.10.2008,65.4530,106.4787,64.8277,58.9745,46.2734,41.8142,38.1341,38.9337,33.5026
16.10.2008,87.5127,NA,83.3797,73.0753,56.1464,49.2745,42.7186,44.4438,36.4524
17.10.2008,77.1459,NA,75.6761,71.3920,57.0121,49.0167,42.0061,45.2868,36.2367
20.10.2008,63.2838,NA,63.1603,62.1713,52.1806,46.0291,39.8728,42.8437,35.1299
21.10.2008,56.1841,56.0782,54.0781,45.4962,48.1695,43.4208,38.0840,40.1155,33.8520
22.10.2008,61.8945,61.9554,57.9663,52.0623,49.5180,44.7117,39.3296,41.8210,34.5116
23.10.2008,64.7090,64.9012,62.5478,53.7134,51.3970,46.1002,39.9454,42.6344,34.9353
24.10.2008,74.7359,75.6599,69.1770,56.6222,54.6480,49.0683,41.1426,44.0349,36.2573
27.10.2008,76.5431,78.1940,73.0524,60.6521,59.5951,52.7715,42.8942,48.5133,37.8410
28.10.2008,74.6871,76.6791,71.3743,59.7184,59.0393,52.7313,42.9607,48.9651,37.3625
29.10.2008,71.0051,72.7628,68.6737,59.9890,58.2646,52.4961,42.5999,46.9229,37.4997
30.10.2008,66.1426,67.1474,65.0700,57.8815,56.3357,51.0566,42.7331,46.6483,37.5250
31.10.2008,60.6773,60.6059,60.7392,55.7884,54.3217,49.7064,42.1065,46.0268,37.3895
03.11.2008,54.6093,53.0763,55.3609,51.6230,51.7978,47.7752,40.7723,44.5843,36.4715
04.11.2008,47.9394,48.7579,47.5929,45.5130,47.1919,43.8274,37.5654,41.4458,34.0617
05.11.2008,49.1021,50.8650,48.4723,44.5252,45.1748,42.9960,37.8799,39.3573,34.4154
06.11.2008,60.7084,66.6722,58.8686,50.7949,50.2627,46.2811,40.6024,43.4231,36.0303
07.11.2008,56.5929,59.0525,55.9888,50.4037,50.4079,45.7381,39.3996,43.3097,35.3041
10.11.2008,55.6689,58.8895,55.2474,49.2129,48.9633,45.1347,39.1534,42.3754,35.0437
11.11.2008,63.4876,71.8431,62.5965,53.9496,51.2918,47.2745,40.5510,43.5091,35.7684
12.11.2008,66.4230,76.4586,65.5967,57.0303,55.5832,49.4364,41.5477,44.6613,36.3080
13.11.2008,64.4387,70.1799,64.0996,56.8816,54.7520,49.5038,41.3689,46.2113,36.3163
14.11.2008,62.4765,69.6831,62.1710,56.0134,54.4862,49.1492,41.3679,45.9807,36.2872
17.11.2008,66.8718,84.6993,66.7097,58.9060,56.6365,50.8327,42.4168,47.1938,36.7583
18.11.2008,63.9043,76.3098,63.8696,57.7691,55.5673,50.7580,42.0255,46.3697,36.6215
19.11.2008,68.5178,88.2693,68.6372,60.5990,58.4125,52.5586,43.0846,46.8146,37.2023
20.11.2008,72.8475,NA,73.5953,64.0158,62.6568,55.6204,44.2847,51.5118,38.0145
21.11.2008,74.1350,NA,75.5254,65.5595,64.4588,56.8075,49.7294,52.8974,38.0277
24.11.2008,63.6637,NA,65.9196,58.7839,59.2423,53.6115,47.3797,51.1549,37.7289
25.11.2008,61.2037,63.5255,57.2815,58.1410,57.5697,52.2055,46.5826,49.1797,37.4908
26.11.2008,56.4852,58.3966,53.9223,56.2401,55.9009,51.0276,45.8900,48.7216,36.9426
27.11.2008,51.4683,53.0237,49.7814,52.2852,52.3087,49.0424,44.2795,46.5086,36.1354
28.11.2008,51.4443,52.9084,50.1416,52.1342,52.2992,48.7617,44.1825,45.8797,35.9263
01.12.2008,57.5519,62.1771,55.0903,55.6971,55.9957,51.8282,46.4481,48.1555,36.6293
02.12.2008,55.7250,59.4451,54.0932,56.0546,55.7250,51.4616,45.6255,48.7186,36.5319
03.12.2008,54.1926,57.8085,52.8736,54.9210,54.5455,50.7559,45.4244,48.2358,41.5145
04.12.2008,54.5307,57.2439,53.7194,54.8306,54.0037,50.5309,45.2710,48.2699,41.3406
05.12.2008,58.7765,62.7304,57.7910,57.6854,57.3663,55.3217,49.3738,49.4441,42.5302
08.12.2008,54.4561,60.1820,53.6869,54.9580,55.4030,53.8641,48.3303,48.1391,41.1035
09.12.2008,52.6486,59.7282,51.8924,52.7138,53.0040,52.0932,48.2146,46.6416,40.7157
10.12.2008,50.4021,55.5178,49.9915,52.1383,52.3295,51.9481,47.9622,46.3941,40.5880
11.12.2008,48.9477,52.2782,48.7530,51.6717,52.0342,51.4870,47.8296,46.3991,40.4702
12.12.2008,52.8018,61.6081,52.4188,54.2067,55.6614,53.1484,49.0612,47.9081,41.3515
15.12.2008,53.2142,68.2451,53.0765,54.3279,54.5117,52.7486,49.7062,47.4211,41.3328
16.12.2008,50.8983,64.2544,50.8598,53.4029,53.7773,51.3739,48.9708,46.9264,41.0357
17.12.2008,49.6669,64.6251,49.6273,52.3498,52.5857,50.8824,48.3878,46.8133,40.7455
18.12.2008,46.9906,NA,46.7095,50.3447,51.1582,49.8173,47.7262,46.3392,40.1363
19.12.2008,41.3543,NA,40.5512,46.2386,47.1231,46.4798,45.6833,44.4812,38.9529
22.12.2008,40.2847,NA,38.8983,43.3806,44.2571,45.3885,44.1820,43.2171,38.3303
23.12.2008,40.2933,38.8828,42.8040,44.3820,44.9275,44.2263,42.9318,38.2535,39.7066
29.12.2008,43.1535,41.7589,44.0054,45.1372,45.0854,43.3144,42.5356,38.4801,39.8193
30.12.2008,43.8670,42.8940,44.3770,45.0272,45.0695,43.0926,42.6298,38.2575,39.4417
02.01.2009,42.0759,41.1165,42.3845,43.1551,43.4473,42.0649,41.0856,37.5438,38.7883
05.01.2009,41.2661,41.9106,41.1406,41.6850,42.3114,41.2712,40.3189,37.1670,38.2956
06.01.2009,40.2438,40.6328,40.1814,40.9257,41.6669,40.7812,39.8569,36.8572,37.9174
07.01.2009,40.8587,41.3757,40.7910,41.6821,41.8886,40.9285,40.4988,38.3725,38.0529
08.01.2009,41.7652,42.9837,41.6359,42.5320,42.9324,41.9226,41.4732,38.9144,38.4502
09.01.2009,41.2944,41.9686,41.2386,42.5605,43.2105,42.3178,41.6143,39.1775,38.9070
12.01.2009,44.3165,49.2799,44.1457,44.8166,44.8193,43.1572,42.7361,40.6034,39.4568
13.01.2009,46.2110,57.4174,45.9472,46.9780,46.5957,44.4969,43.7634,41.1058,40.7307
14.01.2009,52.9712,80.8547,52.5628,51.5919,50.1181,47.8984,46.5456,44.6859,42.4387
15.01.2009,56.3255,NA,55.7136,54.2912,52.4470,50.1642,48.4953,46.9324,43.8636
16.01.2009,48.8924,NA,49.4546,50.9986,50.6943,49.9568,47.5749,45.5969,43.3735
19.01.2009,50.4385,NA,50.7060,52.7811,51.1359,49.5744,47.8735,46.0046,43.9306
20.01.2009,53.5249,53.5826,54.6410,49.6083,53.0550,50.5760,49.0161,46.9783,44.4166
21.01.2009,52.8565,52.8350,54.1824,49.9280,53.3078,51.2857,49.3731,47.1289,44.6789
22.01.2009,50.2596,50.1322,51.6441,48.2168,51.7385,50.2423,48.4811,46.2719,43.9709
23.01.2009,50.2258,50.0454,51.2519,47.6558,51.1167,49.8177,48.0229,45.9723,43.8619
26.01.2009,47.0806,46.8588,47.5306,45.0215,48.5243,48.1237,46.4451,44.1104,42.7549
27.01.2009,44.5956,44.3528,44.9823,43.1894,46.4762,46.4609,45.4116,43.4214,41.7788
28.01.2009,42.9118,42.9104,42.9137,41.1942,44.4997,45.3607,43.1216,41.9070,40.3346
29.01.2009,44.0922,44.1090,44.0745,42.1216,44.8112,44.6094,43.7581,41.6825,40.2798
30.01.2009,44.7879,44.7107,44.8546,43.0029,46.2003,44.6251,44.4152,42.2798,40.9427
02.02.2009,47.7669,48.6433,47.3220,44.4835,47.0022,45.4954,45.1839,42.8010,41.2971
03.02.2009,45.1034,45.5280,44.9246,43.0247,45.4995,45.1475,44.5566,42.5106,41.0450
04.02.2009,41.6801,41.9191,41.5965,40.5375,43.1968,43.4349,42.6650,41.3407,40.0803
05.02.2009,42.5783,42.1135,42.7119,40.9209,43.5803,43.1255,42.5513,40.9357,39.7771
06.02.2009,41.8338,42.9311,41.5671,39.7869,42.0333,42.5283,41.9999,40.6811,39.5459
09.02.2009,42.2965,45.3384,41.8953,39.7877,41.7504,41.8356,41.2821,40.3228,39.1412
10.02.2009,44.8143,48.4798,44.4336,41.9905,43.2789,42.4942,42.1049,40.9008,39.6888
11.02.2009,43.4229,44.3267,43.3534,41.5395,43.4648,43.0413,42.5804,41.1849,39.9885
12.02.2009,44.3833,45.7995,44.3021,42.9914,44.3937,43.6979,43.0232,42.3139,40.3684
13.02.2009,41.8443,41.7761,41.8471,41.4567,43.3039,43.4590,42.8558,41.9958,40.1922
16.02.2009,44.3442,53.4581,44.2636,42.8498,44.2343,43.5889,43.0403,42.1016,40.3528
17.02.2009,48.4869,60.5952,48.4522,45.2203,46.3167,45.5390,44.1294,43.3110,41.0024
18.02.2009,47.9571,61.9635,48.0015,45.0980,46.5491,45.3357,44.6776,43.2558,41.2362
19.02.2009,45.1440,NA,45.1683,44.8740,45.2750,44.7156,44.2252,42.5597,40.8991
20.02.2009,48.5138,NA,48.5269,48.4383,48.1066,46.4656,46.0270,44.5854,41.7086
23.02.2009,50.2729,NA,50.6779,49.4348,49.0726,47.5151,47.0208,44.5759,42.5924
24.02.2009,49.5507,49.8493,49.0677,44.5958,49.3269,47.3883,46.7702,44.4912,42.5667
25.02.2009,47.2166,47.3730,47.0143,45.1634,47.7310,46.4606,45.8767,43.9820,42.2183
26.02.2009,42.3922,42.3319,42.4555,43.6428,45.1183,44.4125,44.1726,42.5737,41.3382
27.02.2009,42.8901,43.0838,42.7216,43.3715,44.9303,44.1557,43.8221,42.2754,40.7949
02.03.2009,49.5401,51.3914,48.5866,47.0053,48.0210,46.6483,45.7235,44.4910,41.3602
03.03.2009,48.6386,50.1234,48.0040,46.6309,47.4379,46.6381,45.7917,44.8266,41.7927
04.03.2009,44.6056,45.2342,44.3843,43.7318,45.1470,44.3811,43.7881,42.4776,40.7545
05.03.2009,47.1610,49.4738,46.4698,45.4979,45.7604,44.8339,44.0986,42.9090,40.1156
06.03.2009,49.5518,52.9986,48.6916,47.5858,47.8172,46.1159,45.1618,44.1904,40.9305
09.03.2009,47.2138,49.6022,46.9025,46.5932,47.3173,45.4347,44.7213,43.8492,41.0547
10.03.2009,45.3903,49.2715,44.9863,44.5174,44.0298,43.3606,43.1058,41.5640,40.0959
11.03.2009,45.0484,51.3845,44.5295,44.4606,44.6522,43.3354,42.7816,41.3071,39.3726
12.03.2009,45.3510,51.6919,44.9668,44.1791,44.2650,43.0938,42.6542,40.9706,39.3984
13.03.2009,43.8933,48.8893,43.6816,43.9298,44.4101,43.2775,42.7928,40.9538,39.4483
16.03.2009,43.5812,53.2775,43.4948,43.3280,43.4273,42.9354,42.6103,40.7047,39.1637
17.03.2009,43.4147,51.6462,43.3917,43.3849,43.5880,42.4576,42.2190,40.4100,39.0730
18.03.2009,42.9651,57.3150,42.9499,43.8992,44.0611,42.7911,42.8578,40.7859,39.4694
19.03.2009,42.6267,NA,42.5382,43.5923,44.0125,43.1039,42.6850,41.1615,39.6089
20.03.2009,43.4136,NA,43.3021,44.0497,44.3311,44.0429,43.2346,41.8379,40.3300
23.03.2009,41.9430,NA,41.8913,42.0486,42.6655,42.8914,42.8442,41.1146,39.9284
24.03.2009,40.8814,40.5923,41.3412,41.8698,42.1595,41.7051,33.3814,40.5639,39.3318
25.03.2009,40.2273,39.8726,40.6798,41.3689,41.9194,41.4716,33.5848,40.3509,39.1711
26.03.2009,39.0276,38.1195,39.9596,41.2250,41.6609,41.2405,33.6002,40.3690,39.1750
27.03.2009,40.3235,39.5084,41.0164,42.2250,41.9996,41.6833,33.6522,40.5072,39.5740
30.03.2009,44.9100,44.4436,45.1417,45.5747,44.3329,43.8605,33.9457,41.8314,40.6793
31.03.2009,42.4096,40.6699,43.1164,44.2646,44.2715,43.1900,33.9073,42.2537,40.9114
01.04.2009,41.7340,40.3911,42.1922,43.0314,43.3590,42.6123,33.9098,41.6872,40.3816
02.04.2009,42.0951,41.4949,42.2673,42.6931,42.7116,42.0520,34.4548,41.4436,40.2611
03.04.2009,40.5362,39.0775,40.8773,42.0852,42.1371,41.5790,34.3960,40.7667,39.8752
06.04.2009,41.0818,39.8557,41.2345,42.2360,42.4563,41.9211,34.4828,40.9861,40.0310
07.04.2009,40.1621,36.9369,40.4685,41.5873,42.2365,41.9932,34.4519,41.0063,39.7983
08.04.2009,38.9694,34.3915,39.2958,40.5073,41.5745,41.5193,34.2779,40.8448,39.6027
09.04.2009,37.6085,32.6831,37.8672,38.9719,40.4094,40.4229,34.0110,40.2247,39.0605
14.04.2009,40.2195,48.1446,40.1973,39.9392,40.5701,40.4573,34.2664,39.9453,38.8815
15.04.2009,39.7173,45.9990,39.7137,39.9637,40.4059,40.5009,34.3199,39.9273,38.9275
16.04.2009,37.2958,NA,37.1939,38.5364,39.6123,39.8354,33.9174,39.6650,38.6418
17.04.2009,36.7027,NA,36.5546,37.6520,38.6662,39.1492,33.5154,38.8696,37.9366
20.04.2009,41.0013,NA,40.9809,41.0496,40.4785,40.4306,34.1985,39.2059,38.2720
21.04.2009,40.8736,40.6969,41.2017,36.7396,40.7093,40.5660,34.1008,39.6306,38.6292
22.04.2009,39.5964,39.3447,39.9746,38.4216,40.1696,39.9848,33.8860,39.1941,38.2288
23.04.2009,39.1905,38.8459,39.6160,38.3526,39.8978,40.0316,33.8926,38.9084,37.9877
24.04.2009,37.3810,36.7160,38.0603,37.2837,38.9805,39.1994,33.4412,38.5601,37.5990
27.04.2009,37.8879,37.3919,38.1957,37.2450,38.5862,38.8993,33.3610,38.0152,37.2013
28.04.2009,39.7768,39.9592,39.6792,38.4061,39.3807,39.5128,33.8426,38.5243,37.4949
29.04.2009,37.4512,36.7037,37.7852,37.1613,38.4868,38.7697,33.2088,38.2948,37.2708
30.04.2009,36.8821,37.5718,36.6129,35.9907,37.2830,37.4638,36.1976,37.2345,36.3295
04.05.2009,36.7636,39.3916,36.2344,35.7168,36.8742,36.6174,35.7003,36.4553,35.6043
05.05.2009,37.3667,38.6613,37.1562,36.0766,36.6785,36.7461,35.4255,35.8866,35.2697
06.05.2009,36.2625,37.4469,36.1057,35.2966,36.2142,36.3284,35.2521,35.6395,35.0090
07.05.2009,38.0156,42.4099,37.5273,36.7333,36.7496,36.5263,35.1639,35.4043,34.7524
08.05.2009,36.0588,36.2094,36.0464,34.8731,35.6252,35.7885,34.5254,34.9507,34.1469
11.05.2009,36.8538,38.1632,36.8104,35.8836,36.4119,35.9762,34.5861,34.9596,34.3871
12.05.2009,34.9507,38.1618,34.8803,34.9598,35.7720,35.9905,34.7085,35.1062,34.6072
13.05.2009,36.4547,45.8622,36.3318,35.9286,36.3616,36.3993,34.9939,35.4321,34.7667
14.05.2009,36.1110,NA,35.9982,35.7396,36.6133,36.6489,35.3160,35.7926,35.0084
15.05.2009,33.1914,NA,33.4543,34.1811,35.2965,35.8596,34.8034,35.4212,34.6848
18.05.2009,32.3116,NA,32.4054,33.1402,34.4063,34.8674,34.6537,34.8227,34.1345
19.05.2009,31.9277,31.9277,31.9281,31.4668,33.2770,33.8662,33.6515,33.8728,33.4374
20.05.2009,31.3056,31.3074,31.1963,31.4092,32.2415,32.9593,32.7088,32.9451,32.6359
21.05.2009,34.4813,34.5587,33.6147,32.8505,33.8858,34.0020,32.9685,32.2600,32.5547
22.05.2009,32.5318,32.4388,33.0625,32.6048,33.8302,34.0213,33.3035,33.4376,32.8479
25.05.2009,33.6486,33.6148,33.7176,33.0153,34.0727,34.1788,33.3488,33.4464,32.9202
26.05.2009,32.6654,32.3890,33.1042,33.8408,33.9717,34.2426,33.2553,33.5091,32.6837
27.05.2009,32.0679,31.9692,32.1946,32.8154,33.3484,33.7994,33.2244,32.3352,32.9350
28.05.2009,33.8191,34.6205,32.9558,33.3259,33.7773,34.1707,33.4390,33.5709,33.0718
29.05.2009,33.0374,32.7071,33.3208,33.6848,34.2260,34.4885,33.8499,33.8897,33.3607
01.06.2009,31.8040,31.5481,31.9314,31.6756,33.1361,33.5306,33.3119,33.5855,33.1386
02.06.2009,31.4130,30.8218,31.6570,32.0666,32.8122,33.2888,32.7709,32.0988,32.6110
03.06.2009,32.5020,31.7209,32.7700,33.0398,33.6847,33.9439,33.2682,32.5389,33.0660
04.06.2009,31.5158,30.0404,31.9304,32.8063,33.6186,33.9811,33.6492,32.7185,33.4667
05.06.2009,29.7774,27.6681,30.2599,31.7094,32.7376,33.4975,33.5558,32.4044,33.2039
08.06.2009,31.2235,30.4388,31.3215,32.3932,33.2795,33.9875,33.7712,32.5081,33.2496
09.06.2009,30.3638,29.7612,30.4230,31.7741,32.7379,33.7172,33.6229,32.4999,33.2111
10.06.2009,29.2578,28.6010,29.3072,31.0522,32.0939,33.1813,33.3339,32.2644,33.0085
11.06.2009,27.5128,26.1235,27.5891,29.4381,30.5164,32.1298,32.5054,31.6752,32.5273
12.06.2009,28.1235,25.7385,28.2147,29.2184,30.4354,32.0457,31.9802,31.3965,32.2896
15.06.2009,31.9685,38.3278,31.9124,31.7720,32.5179,33.4737,32.9362,32.1239,32.9477
16.06.2009,31.8921,38.2668,31.8742,32.0775,32.6297,33.7822,33.5854,32.6096,33.4406
17.06.2009,34.6359,46.1095,34.6433,34.1190,34.3807,34.5671,34.4011,33.3416,34.0775
18.06.2009,32.4386,NA,32.4349,32.4844,33.6385,34.7392,34.5331,34.5812,34.2923
19.06.2009,30.9232,NA,30.8723,31.2524,32.5278,33.8921,33.9077,33.0433,33.9867
22.06.2009,36.0495,NA,37.0357,33.6081,34.0916,34.9103,34.2330,33.5797,33.8322
23.06.2009,33.5941,33.7226,33.3527,34.1999,34.9520,35.2275,35.3255,34.9630,32.0185
24.06.2009,30.8450,30.8190,30.8843,32.3684,33.9173,34.3814,34.7403,34.4251,31.4365
25.06.2009,31.0569,31.0533,31.0615,32.1839,33.9756,34.0493,34.3787,34.1708,31.6054
